CustomerID,Age,Gender,Location,LoyaltyStatus
1,36,Male,South,Bronze
2,30,Male,East,Silver
3,38,Female,South,Bronze
4,47,Male,East,Bronze
5,29,Male,East,Bronze
6,29,Female,South,Gold
7,47,Female,South,Silver
8,39,Female,West,Bronze
9,27,Male,West,Bronze
10,37,Male,East,Silver
11,27,Male,West,Gold
12,27,Other,East,Silver
13,34,Female,North,Bronze
14,12,Female,East,Silver
15,14,Male,East,Gold
16,26,Female,West,Bronze
17,21,Male,North,Silver
18,35,Female,Central,Bronze
19,22,Female,Central,Bronze
20,17,Other,Central,Bronze
21,46,Female,North,Silver
22,29,Female,South,Bronze
23,32,Female,North,Bronze
24,17,Female,West,Bronze
25,26,Male,East,Bronze
26,33,Female,East,Silver
27,20,Male,West,Bronze
28,35,Female,West,Bronze
29,25,Female,East,Gold
30,29,Female,South,Silver
31,25,Male,South,Silver
32,50,Male,South,Bronze
33,31,Female,West,Silver
34,21,Female,East,Bronze
35,40,Female,East,Bronze
36,19,Male,East,Silver
37,34,Female,North,Gold
38,12,Female,North,Silver
39,18,Male,Central,Bronze
40,33,Male,North,Gold
41,39,Female,South,Bronze
42,33,Female,South,Gold
43,30,Other,South,Bronze
44,28,Female,South,Bronze
45,17,Female,Central,Silver
46,24,Female,South,Platinum
47,27,Male,West,Gold
48,42,Male,West,Silver
49,35,Female,West,Silver
50,14,Female,North,Silver
51,35,Female,East,Silver
52,28,Female,Central,Gold
53,25,Male,West,Bronze
54,38,Female,West,Bronze
55,42,Male,South,Platinum
56,41,Male,West,Gold
57,23,Female,South,Bronze
58,28,Female,South,Bronze
59,35,Other,East,Platinum
60,41,Male,North,Silver
61,27,Female,South,Silver
62,30,Male,South,Bronze
63,20,Male,East,Gold
64,20,Female,South,Bronze
65,40,Female,Central,Bronze
66,45,Female,North,Bronze
67,31,Male,Central,Gold
68,42,Female,West,Silver
69,35,Male,North,Gold
70,25,Female,West,Bronze
71,35,Male,South,Gold
72,47,Male,East,Gold
73,31,Female,Central,Gold
74,47,Female,West,Platinum
75,5,Male,South,Bronze
76,40,Male,Central,Silver
77,32,Female,Central,Gold
78,29,Male,West,Gold
79,32,Male,South,Silver
80,12,Male,East,Bronze
81,29,Male,West,Silver
82,35,Female,Central,Silver
83,46,Female,Central,Bronze
84,26,Female,North,Gold
85,23,Other,South,Bronze
86,26,Female,North,Bronze
87,41,Male,East,Silver
88,35,Male,West,Silver
89,26,Male,Central,Bronze
90,37,Male,South,Bronze
91,32,Female,Central,Bronze
92,41,Female,North,Bronze
93,24,Male,North,Bronze
94,28,Female,West,Bronze
95,28,Female,South,Bronze
96,17,Female,South,Silver
97,34,Female,West,Gold
98,34,Female,North,Silver
99,32,Female,North,Silver
100,29,Female,North,Bronze
101,17,Female,Central,Gold
102,27,Male,East,Silver
103,28,Male,North,Silver
104,23,Female,East,Bronze
105,30,Male,East,Bronze
106,36,Male,South,Silver
107,50,Female,West,Silver
108,33,Male,Central,Gold
109,34,Female,East,Bronze
110,31,Female,Central,Bronze
111,12,Other,South,Silver
112,31,Female,North,Gold
113,32,Male,East,Bronze
114,56,Female,West,Silver
115,30,Female,South,Bronze
116,35,Other,Central,Silver
117,31,Male,North,Gold
118,20,Male,Central,Gold
119,43,Female,West,Bronze
120,39,Male,East,Bronze
121,39,Female,West,Silver
122,22,Male,Central,Bronze
123,46,Male,Central,Silver
124,17,Male,West,Silver
125,37,Male,West,Bronze
126,53,Female,West,Gold
127,22,Female,North,Bronze
128,26,Male,Central,Platinum
129,32,Female,South,Gold
130,26,Male,North,Silver
131,16,Female,North,Bronze
132,32,Male,North,Gold
133,21,Female,South,Gold
134,36,Female,West,Bronze
135,22,Female,Central,Bronze
136,47,Female,East,Bronze
137,24,Female,East,Platinum
138,28,Other,Central,Gold
139,40,Female,South,Gold
140,19,Female,East,Gold
141,34,Female,North,Silver
142,45,Male,East,Bronze
143,15,Female,Central,Bronze
144,33,Male,North,Bronze
145,34,Female,East,Silver
146,39,Female,Central,Gold
147,19,Female,South,Platinum
148,18,Male,Central,Bronze
149,37,Male,South,Silver
150,34,Female,North,Silver
151,34,Other,Central,Silver
152,35,Male,West,Silver
153,25,Male,West,Bronze
154,34,Female,West,Gold
155,34,Female,West,Silver
156,24,Male,West,Gold
157,50,Male,South,Bronze
158,36,Male,Central,Bronze
159,20,Other,North,Bronze
160,38,Male,West,Gold
161,22,Male,West,Gold
162,39,Male,North,Silver
163,43,Male,North,Gold
164,23,Female,West,Silver
165,41,Male,South,Bronze
166,36,Male,North,Silver
167,40,Female,Central,Gold
168,50,Male,Central,Bronze
169,29,Male,South,Bronze
170,24,Female,East,Silver
171,23,Female,South,Bronze
172,23,Female,West,Gold
173,31,Female,East,Silver
174,35,Female,West,Bronze
175,34,Male,Central,Bronze
176,40,Female,North,Platinum
177,32,Female,West,Silver
178,46,Female,Central,Silver
179,29,Female,South,Bronze
180,59,Male,West,Gold
181,38,Female,Central,Silver
182,23,Female,North,Silver
183,21,Other,West,Platinum
184,36,Male,Central,Bronze
185,29,Male,West,Silver
186,39,Male,North,Bronze
187,36,Female,West,Silver
188,31,Male,West,Bronze
189,23,Male,Central,Gold
190,16,Other,East,Bronze
191,27,Male,West,Silver
192,40,Female,East,Gold
193,34,Male,South,Platinum
194,19,Female,West,Silver
195,33,Female,East,Silver
196,35,Female,South,Bronze
197,23,Female,Central,Bronze
198,33,Male,West,Silver
199,32,Male,Central,Bronze
200,20,Male,South,Bronze
201,35,Female,Central,Bronze
202,37,Female,Central,Silver
203,42,Female,North,Silver
204,42,Female,South,Bronze
205,18,Male,Central,Bronze
206,22,Female,East,Silver
207,37,Other,South,Silver
208,37,Male,North,Silver
209,37,Female,West,Gold
210,70,Male,Central,Bronze
211,37,Female,East,Bronze
212,43,Female,North,Bronze
213,41,Male,South,Silver
214,38,Male,Central,Silver
215,28,Male,North,Bronze
216,39,Female,North,Silver
217,24,Female,East,Silver
218,29,Male,West,Platinum
219,27,Female,West,Silver
220,32,Female,West,Silver
221,55,Male,South,Silver
222,13,Male,North,Platinum
223,38,Female,South,Platinum
224,15,Other,North,Silver
225,27,Male,East,Silver
226,42,Male,East,Silver
227,32,Male,South,Silver
228,21,Female,South,Silver
229,24,Male,East,Bronze
230,38,Male,Central,Gold
231,24,Female,West,Silver
232,34,Female,West,Gold
233,32,Male,East,Silver
234,25,Male,West,Silver
235,53,Female,Central,Bronze
236,38,Male,Central,Silver
237,11,Male,North,Silver
238,33,Female,South,Bronze
239,25,Male,West,Gold
240,40,Female,Central,Bronze
241,24,Female,South,Silver
242,30,Male,South,Bronze
243,37,Male,North,Gold
244,40,Female,South,Bronze
245,19,Female,South,Silver
246,28,Female,East,Bronze
247,27,Female,North,Silver
248,25,Male,North,Gold
249,49,Female,West,Bronze
250,36,Male,South,Silver
251,19,Female,West,Bronze
252,41,Male,Central,Silver
253,53,Male,South,Silver
254,42,Female,Central,Silver
255,16,Female,East,Silver
256,27,Male,South,Silver
257,44,Male,West,Bronze
258,24,Female,West,Silver
259,36,Female,South,Bronze
260,39,Male,West,Gold
261,22,Male,South,Gold
262,31,Male,North,Bronze
263,0,Female,West,Bronze
264,21,Female,South,Bronze
265,29,Female,South,Platinum
266,19,Female,West,Gold
267,48,Male,North,Bronze
268,17,Female,West,Silver
269,27,Female,South,Bronze
270,33,Male,North,Silver
271,46,Male,Central,Silver
272,17,Female,East,Silver
273,43,Female,West,Gold
274,32,Male,South,Silver
275,22,Female,North,Bronze
276,36,Female,North,Silver
277,33,Male,Central,Silver
278,25,Male,West,Gold
279,32,Male,North,Bronze
280,28,Female,Central,Silver
281,33,Male,South,Silver
282,38,Male,Central,Silver
283,47,Female,West,Bronze
284,19,Female,Central,Platinum
285,53,Male,North,Bronze
286,12,Male,North,Bronze
287,30,Female,East,Gold
288,37,Female,Central,Bronze
289,34,Female,South,Bronze
290,25,Male,West,Silver
291,29,Female,East,Bronze
292,27,Female,Central,Platinum
293,26,Female,South,Silver
294,40,Female,East,Silver
295,35,Male,North,Bronze
296,25,Male,West,Bronze
297,40,Female,Central,Silver
298,35,Female,South,Silver
299,40,Female,North,Gold
300,38,Male,East,Bronze
301,23,Female,West,Silver
302,26,Female,East,Bronze
303,39,Male,East,Silver
304,38,Male,South,Silver
305,31,Female,North,Bronze
306,33,Female,Central,Silver
307,44,Female,South,Bronze
308,26,Female,West,Silver
309,37,Male,East,Silver
310,29,Male,West,Bronze
311,29,Female,South,Gold
312,42,Female,South,Silver
313,40,Female,Central,Gold
314,40,Female,East,Bronze
315,45,Male,South,Gold
316,32,Female,West,Bronze
317,38,Male,Central,Silver
318,28,Male,West,Gold
319,35,Male,East,Bronze
320,30,Male,Central,Bronze
321,32,Male,Central,Gold
322,37,Male,Central,Silver
323,23,Male,North,Silver
324,52,Male,Central,Bronze
325,21,Female,West,Silver
326,19,Male,West,Bronze
327,43,Male,East,Gold
328,39,Female,South,Silver
329,38,Female,South,Silver
330,38,Female,North,Bronze
331,31,Male,Central,Gold
332,23,Female,North,Silver
333,32,Male,East,Gold
334,25,Male,East,Bronze
335,41,Male,South,Gold
336,30,Female,East,Silver
337,23,Male,Central,Bronze
338,28,Male,West,Silver
339,36,Male,East,Bronze
340,26,Female,North,Bronze
341,23,Female,Central,Bronze
342,34,Male,East,Silver
343,34,Female,East,Silver
344,26,Female,Central,Silver
345,27,Female,East,Bronze
346,34,Male,West,Gold
347,17,Female,South,Gold
348,17,Male,Central,Bronze
349,24,Female,North,Bronze
350,29,Male,East,Silver
351,35,Male,South,Silver
352,46,Male,North,Silver
353,40,Female,North,Silver
354,30,Male,West,Bronze
355,31,Female,South,Gold
356,21,Male,Central,Silver
357,31,Female,South,Bronze
358,29,Female,South,Bronze
359,35,Female,North,Silver
360,23,Female,West,Silver
361,37,Female,West,Silver
362,47,Male,South,Platinum
363,30,Female,South,Bronze
364,36,Male,East,Platinum
365,38,Female,North,Silver
366,27,Female,Central,Silver
367,34,Male,Central,Gold
368,32,Male,West,Silver
369,32,Female,North,Bronze
370,24,Female,West,Gold
371,32,Female,Central,Silver
372,36,Female,South,Silver
373,46,Female,North,Gold
374,41,Female,North,Silver
375,53,Male,East,Silver
376,24,Male,South,Silver
377,40,Female,South,Silver
378,33,Female,West,Bronze
379,53,Female,North,Gold
380,23,Male,West,Bronze
381,23,Male,South,Silver
382,26,Male,East,Gold
383,10,Male,North,Bronze
384,26,Male,South,Bronze
385,24,Female,East,Bronze
386,33,Male,Central,Silver
387,35,Female,South,Gold
388,50,Male,Central,Silver
389,41,Female,West,Bronze
390,26,Male,Central,Silver
391,23,Male,South,Silver
392,36,Male,Central,Bronze
393,18,Other,North,Silver
394,50,Female,South,Bronze
395,43,Female,East,Gold
396,27,Male,Central,Bronze
397,14,Female,North,Bronze
398,45,Male,West,Gold
399,30,Male,West,Silver
400,44,Female,Central,Bronze
401,16,Female,West,Gold
402,26,Male,East,Silver
403,32,Male,South,Bronze
404,32,Female,North,Silver
405,27,Male,Central,Gold
406,38,Male,West,Silver
407,21,Female,South,Bronze
408,30,Female,East,Silver
409,33,Female,West,Silver
410,37,Other,West,Gold
411,39,Female,North,Bronze
412,20,Male,East,Silver
413,16,Other,East,Bronze
414,44,Male,Central,Silver
415,35,Male,North,Platinum
416,24,Female,Central,Bronze
417,47,Male,North,Bronze
418,33,Male,East,Silver
419,43,Male,North,Silver
420,32,Male,North,Bronze
421,52,Female,North,Silver
422,49,Female,South,Gold
423,29,Other,South,Silver
424,41,Male,East,Silver
425,38,Male,North,Bronze
426,45,Male,East,Gold
427,22,Male,South,Bronze
428,38,Male,North,Bronze
429,42,Female,Central,Bronze
430,14,Female,South,Silver
431,20,Other,South,Gold
432,11,Male,South,Bronze
433,29,Female,North,Gold
434,39,Male,West,Gold
435,47,Male,Central,Silver
436,32,Female,Central,Gold
437,48,Female,East,Bronze
438,18,Male,North,Bronze
439,14,Male,South,Gold
440,31,Male,West,Silver
441,35,Female,North,Bronze
442,31,Female,North,Silver
443,11,Other,West,Gold
444,31,Male,South,Silver
445,18,Male,North,Bronze
446,38,Female,Central,Silver
447,35,Female,Central,Gold
448,22,Male,West,Bronze
449,26,Female,South,Bronze
450,21,Female,West,Silver
451,31,Female,North,Silver
452,41,Female,Central,Bronze
453,22,Female,East,Bronze
454,37,Female,West,Bronze
455,26,Female,East,Bronze
456,24,Male,East,Bronze
457,30,Male,Central,Silver
458,21,Male,West,Silver
459,26,Female,East,Silver
460,20,Male,North,Silver
461,51,Other,South,Bronze
462,32,Male,South,Silver
463,25,Male,Central,Bronze
464,34,Female,West,Bronze
465,30,Male,West,Bronze
466,29,Male,South,Platinum
467,38,Male,North,Bronze
468,39,Female,South,Gold
469,26,Male,South,Bronze
470,26,Female,West,Silver
471,29,Female,East,Gold
472,8,Male,North,Bronze
473,16,Male,West,Bronze
474,45,Male,South,Platinum
475,48,Female,East,Silver
476,29,Male,North,Bronze
477,37,Male,Central,Bronze
478,35,Female,North,Gold
479,62,Female,North,Gold
480,43,Male,South,Silver
481,30,Male,South,Bronze
482,22,Female,Central,Gold
483,15,Female,Central,Bronze
484,34,Female,Central,Silver
485,24,Female,West,Silver
486,17,Female,West,Bronze
487,25,Other,South,Silver
488,21,Other,South,Gold
489,48,Male,Central,Gold
490,40,Female,West,Bronze
491,31,Male,East,Bronze
492,46,Male,West,Bronze
493,32,Female,South,Bronze
494,23,Male,West,Silver
495,47,Female,South,Silver
496,37,Male,Central,Bronze
497,21,Female,Central,Bronze
498,30,Female,Central,Bronze
499,23,Female,East,Silver
500,18,Male,East,Silver
501,41,Male,South,Silver
502,51,Female,North,Silver
503,18,Male,East,Silver
504,37,Other,South,Silver
505,25,Female,West,Bronze
506,27,Male,Central,Silver
507,26,Male,Central,Bronze
508,23,Male,Central,Bronze
509,32,Female,South,Platinum
510,23,Male,Central,Bronze
511,34,Male,East,Silver
512,31,Male,West,Silver
513,29,Female,Central,Bronze
514,22,Male,South,Bronze
515,26,Male,West,Silver
516,39,Female,Central,Bronze
517,37,Female,North,Bronze
518,22,Female,Central,Platinum
519,32,Male,East,Silver
520,39,Male,West,Bronze
521,15,Female,East,Bronze
522,37,Male,North,Silver
523,25,Female,North,Bronze
524,37,Female,East,Bronze
525,24,Male,West,Silver
526,13,Female,North,Bronze
527,15,Other,North,Silver
528,32,Male,Central,Silver
529,34,Female,South,Bronze
530,22,Male,North,Bronze
531,38,Male,West,Silver
532,15,Male,West,Silver
533,31,Female,Central,Bronze
534,19,Other,West,Bronze
535,25,Female,Central,Platinum
536,32,Male,North,Bronze
537,23,Female,North,Platinum
538,28,Male,North,Bronze
539,42,Female,North,Bronze
540,26,Male,South,Silver
541,40,Male,South,Bronze
542,20,Male,North,Bronze
543,37,Female,West,Bronze
544,46,Male,Central,Platinum
545,7,Female,East,Bronze
546,24,Male,Central,Silver
547,37,Male,East,Silver
548,29,Female,East,Silver
549,35,Female,North,Silver
550,25,Female,East,Bronze
551,32,Male,North,Bronze
552,30,Male,South,Bronze
553,43,Male,West,Bronze
554,34,Female,East,Bronze
555,35,Female,West,Bronze
556,27,Female,North,Gold
557,27,Female,East,Gold
558,27,Male,Central,Bronze
559,35,Female,South,Bronze
560,27,Female,South,Bronze
561,34,Female,East,Bronze
562,52,Male,South,Bronze
563,40,Male,Central,Gold
564,28,Male,West,Bronze
565,44,Male,Central,Bronze
566,27,Male,South,Bronze
567,11,Male,West,Platinum
568,21,Female,Central,Gold
569,13,Male,North,Silver
570,28,Male,North,Silver
571,32,Male,West,Bronze
572,48,Female,West,Bronze
573,35,Female,West,Silver
574,29,Female,North,Gold
575,40,Male,Central,Bronze
576,9,Other,West,Bronze
577,34,Male,North,Silver
578,39,Male,West,Bronze
579,17,Male,West,Silver
580,43,Male,West,Bronze
581,35,Male,North,Bronze
582,27,Female,Central,Silver
583,38,Female,North,Gold
584,54,Male,North,Bronze
585,33,Female,West,Bronze
586,34,Male,East,Bronze
587,27,Male,East,Silver
588,23,Female,East,Gold
589,40,Female,North,Bronze
590,23,Male,West,Bronze
591,32,Male,East,Platinum
592,27,Female,South,Silver
593,36,Female,South,Silver
594,35,Female,South,Bronze
595,42,Male,Central,Bronze
596,26,Male,West,Silver
597,29,Male,North,Silver
598,22,Male,North,Silver
599,27,Female,West,Bronze
600,35,Female,Central,Silver
601,39,Male,West,Gold
602,22,Female,Central,Gold
603,40,Female,East,Bronze
604,45,Male,East,Silver
605,36,Female,Central,Silver
606,50,Female,West,Gold
607,24,Female,East,Gold
608,19,Male,West,Platinum
609,14,Female,East,Platinum
610,46,Female,West,Bronze
611,38,Male,West,Silver
612,31,Male,South,Silver
613,34,Female,Central,Bronze
614,20,Male,North,Bronze
615,56,Female,Central,Bronze
616,33,Female,West,Gold
617,33,Male,West,Bronze
618,39,Male,Central,Gold
619,36,Female,West,Silver
620,34,Male,East,Silver
621,24,Female,West,Bronze
622,36,Female,Central,Silver
623,50,Female,Central,Silver
624,45,Other,Central,Bronze
625,47,Female,South,Gold
626,26,Male,South,Silver
627,22,Other,South,Bronze
628,30,Female,South,Gold
629,32,Male,South,Bronze
630,42,Male,South,Silver
631,15,Female,South,Silver
632,47,Male,Central,Bronze
633,30,Female,North,Silver
634,27,Female,South,Silver
635,21,Male,Central,Silver
636,15,Female,North,Bronze
637,40,Male,South,Bronze
638,32,Male,North,Bronze
639,19,Female,North,Platinum
640,19,Male,East,Bronze
641,28,Female,West,Silver
642,48,Female,East,Gold
643,29,Female,North,Gold
644,16,Male,Central,Gold
645,29,Male,South,Platinum
646,29,Female,West,Bronze
647,5,Female,South,Bronze
648,31,Female,Central,Bronze
649,29,Female,West,Bronze
650,38,Male,East,Silver
651,50,Male,North,Bronze
652,43,Female,Central,Silver
653,29,Male,North,Bronze
654,20,Male,North,Bronze
655,57,Female,South,Silver
656,32,Male,Central,Bronze
657,32,Male,North,Silver
658,31,Male,East,Platinum
659,33,Female,West,Gold
660,30,Female,Central,Bronze
661,26,Female,South,Gold
662,26,Female,Central,Bronze
663,31,Male,South,Silver
664,26,Female,West,Bronze
665,24,Male,East,Bronze
666,33,Male,North,Platinum
667,29,Female,Central,Bronze
668,47,Female,South,Gold
669,5,Male,West,Bronze
670,42,Male,North,Gold
671,44,Female,West,Platinum
672,11,Male,East,Silver
673,28,Male,North,Silver
674,28,Male,North,Silver
675,17,Male,North,Gold
676,24,Female,South,Bronze
677,20,Male,North,Silver
678,49,Male,West,Bronze
679,41,Female,South,Bronze
680,44,Female,North,Bronze
681,39,Male,West,Silver
682,20,Male,West,Gold
683,26,Male,Central,Bronze
684,36,Female,West,Silver
685,19,Female,East,Silver
686,39,Female,North,Silver
687,29,Other,North,Gold
688,28,Female,North,Bronze
689,39,Female,West,Bronze
690,36,Female,West,Bronze
691,28,Male,North,Gold
692,43,Other,South,Platinum
693,21,Male,South,Bronze
694,38,Male,East,Bronze
695,37,Female,Central,Silver
696,28,Male,East,Silver
697,35,Female,North,Silver
698,19,Female,North,Platinum
699,41,Male,North,Gold
700,30,Female,Central,Gold
701,26,Male,West,Silver
702,42,Male,Central,Bronze
703,24,Female,East,Silver
704,17,Female,West,Silver
705,16,Female,West,Bronze
706,38,Male,East,Bronze
707,19,Female,West,Silver
708,49,Male,South,Silver
709,11,Female,East,Silver
710,48,Male,East,Bronze
711,34,Female,South,Silver
712,31,Male,Central,Bronze
713,26,Male,Central,Silver
714,35,Female,Central,Silver
715,31,Female,West,Gold
716,43,Female,South,Gold
717,33,Female,East,Silver
718,33,Female,East,Silver
719,28,Female,East,Silver
720,31,Male,West,Bronze
721,35,Female,West,Silver
722,14,Male,Central,Silver
723,18,Female,West,Silver
724,39,Female,Central,Bronze
725,33,Female,Central,Gold
726,30,Female,East,Bronze
727,32,Female,West,Bronze
728,35,Female,Central,Platinum
729,26,Male,South,Gold
730,24,Female,South,Bronze
731,33,Male,West,Gold
732,22,Female,East,Bronze
733,36,Male,East,Silver
734,14,Male,Central,Silver
735,42,Male,West,Silver
736,36,Male,South,Silver
737,34,Female,Central,Bronze
738,41,Male,Central,Bronze
739,48,Female,North,Silver
740,42,Male,West,Bronze
741,13,Female,Central,Platinum
742,19,Female,South,Silver
743,25,Female,North,Bronze
744,32,Female,South,Silver
745,37,Male,East,Bronze
746,24,Female,North,Bronze
747,33,Male,North,Silver
748,24,Female,Central,Platinum
749,25,Female,East,Silver
750,17,Male,Central,Bronze
751,22,Female,West,Silver
752,18,Female,South,Bronze
753,22,Male,South,Bronze
754,42,Male,Central,Gold
755,22,Male,South,Platinum
756,58,Female,South,Bronze
757,36,Female,West,Silver
758,33,Male,East,Platinum
759,23,Male,North,Bronze
760,39,Female,Central,Bronze
761,26,Female,Central,Gold
762,33,Male,West,Silver
763,57,Male,West,Bronze
764,31,Female,North,Bronze
765,43,Male,East,Bronze
766,24,Male,Central,Silver
767,31,Other,West,Gold
768,49,Female,Central,Silver
769,25,Male,South,Silver
770,50,Male,Central,Bronze
771,39,Male,East,Bronze
772,26,Male,East,Bronze
773,38,Female,Central,Gold
774,41,Male,South,Silver
775,38,Female,East,Bronze
776,16,Female,West,Silver
777,24,Male,Central,Gold
778,29,Male,South,Silver
779,31,Female,West,Bronze
780,38,Female,Central,Bronze
781,33,Female,South,Bronze
782,18,Male,West,Gold
783,35,Female,East,Silver
784,38,Female,Central,Silver
785,37,Female,Central,Gold
786,42,Male,East,Platinum
787,40,Female,North,Bronze
788,36,Female,West,Bronze
789,31,Male,East,Silver
790,15,Female,Central,Bronze
791,36,Male,West,Gold
792,34,Male,West,Gold
793,34,Male,North,Silver
794,19,Female,Central,Bronze
795,21,Male,South,Bronze
796,42,Female,North,Bronze
797,31,Female,North,Gold
798,38,Male,South,Bronze
799,32,Female,South,Bronze
800,32,Female,North,Bronze
801,41,Female,West,Platinum
802,26,Female,East,Silver
803,32,Female,East,Gold
804,27,Male,North,Gold
805,27,Female,West,Silver
806,28,Male,South,Bronze
807,34,Female,North,Bronze
808,27,Male,Central,Silver
809,44,Female,West,Gold
810,23,Female,Central,Bronze
811,30,Female,Central,Bronze
